N°,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,CÓDIGO DE LV,LOCAL DE VOTACIÓN,DIRECCION DEL LOCAL DE VOTACIÓN,NÚMERO DE MESAS,NÚMERO DE RUTA,DESCRIPCIÓN DE RUTA,TIPO DE MOVILIDAD,FECHA DE SALIDA,HORA DE SALIDA,FECHA DE LLEGADA,HORA DE LLEGADA
58,LORETO,DATEM DEL MARAÑON,ANDOAS,,17438,IE 601529 NUEVO PORVENIR,JR BAHIA SN,2,16,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - ANDOAS - CCPP WASHINTSA,FLUVIAL,27/09/2026,05:45:00 a. m.,03/10/2026,02:00:00 p. m.
59,LORETO,DATEM DEL MARAÑON,ANDOAS,,17440,IE 64 NUEVO ANDOAS,JR BOLOGNESI SN,2,16,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - ANDOAS - CCPP WASHINTSA,FLUVIAL,27/09/2026,05:45:00 a. m.,03/10/2026,02:00:00 p. m.
60,LORETO,DATEM DEL MARAÑON,ANDOAS,NUEVO PERU,3964,IE 62379,CALLE NUEVO PERU SN,1,7,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - CCPP NUEVO PERU - CCPP WIJINT,FLUVIAL,27/09/2026,07:00:00 a. m.,03/10/2026,08:00:00 a. m.
61,LORETO,DATEM DEL MARAÑON,ANDOAS,NUEVO ANDOAS,3965,IE 62155 NUEVO ANDOAS,JR PASTAZA SN,3,12,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - CCPP HUAGRAMONA - NUEVO ANDOAS,FLUVIAL,27/09/2026,10:30:00 a. m.,03/10/2026,08:30:00 a. m.
62,LORETO,DATEM DEL MARAÑON,ANDOAS,WASHINTSA,50187,IE 62171,CALLE WASHINTSA SN,3,16,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - ANDOAS - CCPP WASHINTSA,FLUVIAL,27/09/2026,05:45:00 a. m.,03/10/2026,02:00:00 p. m.
63,LORETO,DATEM DEL MARAÑON,ANDOAS,WIJINT,50188,IE 62186,CALLE WIJINT SN,1,7,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - CCPP NUEVO PERU - CCPP WIJINT,FLUVIAL,27/09/2026,07:00:00 a. m.,03/10/2026,08:00:00 a. m.
64,LORETO,DATEM DEL MARAÑON,ANDOAS,SAN JUAN DE MANCHARI,50189,IE 62292,CALLE SAN JUAN DE MANCHARI SN,1,6,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO -  BOCA DE MANCHARI(PUERTO MANCHARI) - CCPP SAN JUAN DE MANCHARI,FLUVIAL,27/09/2026,06:30:00 a. m.,03/10/2026,06:30:00 a. m.
65,LORETO,DATEM DEL MARAÑON,ANDOAS,TSEKUNTSA,53660,IE TSEKUNTSA,CALLE RIO HUAZAGA,1,5,YURIMAGUAS-SAN LORENZO-CCPP LOBOYACU-CCPP PUERTO FRANCO-CCPP TSEKUNTSA,FLUVIAL,27/09/2026,06:00:00 a. m.,03/10/2026,10:00:00 a. m.
66,LORETO,DATEM DEL MARAÑON,ANDOAS,PURANCHIM,53675,IE 62301,CALLE RIO WITOYACU,1,2,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - CCPP NUEVO PERU - CCPP WIJINT-CCPP PURANCHIM,FLUVIAL,27/09/2026,05:30:00 a. m.,03/10/2026,09:30:00 a. m.
67,LORETO,DATEM DEL MARAÑON,ANDOAS,HUAGRAMONA,53708,IE 62156,CALLE QUEBRADA HUAGRAMONA SN,1,12,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - CCPP HUAGRAMONA - NUEVO ANDOAS,FLUVIAL,27/09/2026,10:30:00 a. m.,03/10/2026,08:30:00 a. m.
68,LORETO,DATEM DEL MARAÑON,ANDOAS,SAN FERNANDO,7168,IE 62411,RIO PASTAZA SN,1,16,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - ANDOAS - CCPP WASHINTSA,FLUVIAL,27/09/2026,05:45:00 a. m.,03/10/2026,02:00:00 p. m.
69,LORETO,DATEM DEL MARAÑON,ANDOAS,,7665,IE ALIANZA CRISTIANA,JR LAGO ANATICO,1,16,YURIMAGUAS - SANTA CRUZ - LAGUNAS - PASTAZA - CCPP SAN FERNANDO - ANDOAS - CCPP WASHINTSA,FLUVIAL,27/09/2026,05:45:00 a. m.,03/10/2026,02:00:00 p. m.
70,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,,3966,IE 62105,JR RIO CAHUAPANAS SN,5,10,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA-CCPP SHAWI BARRANQUITA - CAHUAPANAS- CCPP SANTA MARTHA -CCPP KAUPAN ,FLUVIAL,29/09/2026,09:30:00 a. m.,03/10/2026,12:00:00 p. m.
71,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,PALMICHE,3967,IE 62313,CALLE CENTRAL SN,6,11,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA - CCPP PALMICHE - SAN ISIDRO - SACHAVACA - SAN RAMON DE SINAR,AÉREA,02/10/2026,05:00:00 a. m.,02/10/2026,03:00:00 p. m.
72,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,,40590,IE 62304 SANTA MARIA,JR 7 DE FEBRERO SN,6,10,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA-CCPP SHAWI BARRANQUITA - CAHUAPANAS- CCPP SANTA MARTHA -CCPP KAUPAN ,FLUVIAL,29/09/2026,09:30:00 a. m.,03/10/2026,12:00:00 p. m.
73,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SHAWI BARRANQUITA,53649,IE 62106,JR 7 DE JUNIO SN,2,10,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA-CCPP SHAWI BARRANQUITA - CAHUAPANAS- CCPP SANTA MARTHA -CCPP KAUPAN ,FLUVIAL,29/09/2026,09:30:00 a. m.,03/10/2026,12:00:00 p. m.
74,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,KAUPAN,53650,IE 62316 KAUPAN,JR RIO CAHUAPANAS,3,10,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA-CCPP SHAWI BARRANQUITA - CAHUAPANAS- CCPP SANTA MARTHA -CCPP KAUPAN ,FLUVIAL,29/09/2026,09:30:00 a. m.,03/10/2026,12:00:00 p. m.
75,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SAN RAMON DE SINAR,54503,IE 62239,CCPP SAN RAMON DE SINAR,2,11,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA - CCPP PALMICHE - SAN ISIDRO - SACHAVACA - SAN RAMON DE SINAR,AÉREA,02/10/2026,05:00:00 a. m.,02/10/2026,03:00:00 p. m.
76,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SACHAVACA,54505,IE 62318,CCNN SACHAVACA,2,11,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA - CCPP PALMICHE - SAN ISIDRO - SACHAVACA - SAN RAMON DE SINAR,AÉREA,02/10/2026,05:00:00 a. m.,02/10/2026,03:00:00 p. m.
77,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SANTA MARTHA,55015,IE SANTA MARTHA,CALLE SN CCPP SANTA MARTHA,1,10,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA-CCPP SHAWI BARRANQUITA - CAHUAPANAS- CCPP SANTA MARTHA -CCPP KAUPAN ,FLUVIAL,29/09/2026,09:30:00 a. m.,03/10/2026,12:00:00 p. m.
78,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SAN ISIDRO,55240,IE 62536,COMUNIDAD NATIVA SAN ISIDRO,1,11,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP CHARUPA - CCPP PUERTO INDUSTRIAL - BARRANCA - CCPP PALMICHE - SAN ISIDRO - SACHAVACA - SAN RAMON DE SINAR,AÉREA,02/10/2026,05:00:00 a. m.,02/10/2026,03:00:00 p. m.
79,LORETO,DATEM DEL MARAÑON,MANSERICHE,,27502,IE 62519 SARAMIRIZA,JR BARRIO SAN JUAN SN,2,3,YURIMAGUAS  - LAGUNAS  - CCPP NARANJAL - CCPP PUERTO INDUSTRIA -   SAN LORENSO - CCPP - PUERTO AMERICA – CCPP SANTA ROSA – MANSERICHE – CCPP CHAPIS,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,02:00:00 p. m.
80,LORETO,DATEM DEL MARAÑON,MANSERICHE,,40591,IE ANDRES AVELINO CACERES,AV PRINCIPAL SN,12,3,YURIMAGUAS  - LAGUNAS  - CCPP NARANJAL - CCPP PUERTO INDUSTRIA -   SAN LORENSO - CCPP - PUERTO AMERICA – CCPP SANTA ROSA – MANSERICHE – CCPP CHAPIS,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,02:00:00 p. m.
81,LORETO,DATEM DEL MARAÑON,MANSERICHE,SACHAPAPA,53643,IE 62315,JR RIO APAGA SN,1,4,YURIMAGUAS - SANTA CRUZ - LAGUNAS - BARRANCA - MANSERICHE - CCPP PUERTO PALESTINA - CCPP ATHAHUALPA - CCPP SACHAPAPA,FLUVIAL,30/09/2026,05:30:00 a. m.,03/10/2026,07:00:00 p. m.
82,LORETO,DATEM DEL MARAÑON,MANSERICHE,CHAPIS,54933,IE 62303 CHAPIS,QUEBRADA CANGASA,2,3,YURIMAGUAS  - LAGUNAS  - CCPP NARANJAL - CCPP PUERTO INDUSTRIA -   SAN LORENSO - CCPP - PUERTO AMERICA – CCPP SANTA ROSA – MANSERICHE – CCPP CHAPIS,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,02:00:00 p. m.
83,LORETO,DATEM DEL MARAÑON,MANSERICHE,SANTA ROSA,7169,IE 62144,CARRETERA SARAMIRIZA BAGUA KM 31.5,1,3,YURIMAGUAS  - LAGUNAS  - CCPP NARANJAL - CCPP PUERTO INDUSTRIA -   SAN LORENSO - CCPP - PUERTO AMERICA – CCPP SANTA ROSA – MANSERICHE – CCPP CHAPIS,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,02:00:00 p. m.
84,LORETO,DATEM DEL MARAÑON,MANSERICHE,,7232,IE 62141 SARAMIRIZA,AV PRINCIPAL SN,10,3,YURIMAGUAS  - LAGUNAS  - CCPP NARANJAL - CCPP PUERTO INDUSTRIA -   SAN LORENSO - CCPP - PUERTO AMERICA – CCPP SANTA ROSA – MANSERICHE – CCPP CHAPIS,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,02:00:00 p. m.
85,LORETO,DATEM DEL MARAÑON,MANSERICHE,ATAHUALPA,7589,IE 62261 ATAHUALPA,JR HUASCAR SN,2,4,YURIMAGUAS - SANTA CRUZ - LAGUNAS - BARRANCA - MANSERICHE - CCPP PUERTO PALESTINA - CCPP ATHAHUALPA - CCPP SACHAPAPA,FLUVIAL,30/09/2026,05:30:00 a. m.,03/10/2026,07:00:00 p. m.
86,LORETO,DATEM DEL MARAÑON,MORONA,,17783,IE PUERTO ALEGRIA-INICIAL,JR JOSE ANTONIO SN,2,15,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA,FLUVIAL,27/09/2026,05:20:00 a. m.,03/10/2026,08:00:00 a. m.
87,LORETO,DATEM DEL MARAÑON,MORONA,NUEVA ALEGRIA,3969,IE 62142 NUEVA ALEGRÍA,JR RIO MORONA SN,2,8,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA - CCPP CABALLITO - INCA ROCA - CCPP NUEVA ALEGRIA,FLUVIAL,27/09/2026,08:30:00 a. m.,03/10/2026,09:30:00 a. m.
88,LORETO,DATEM DEL MARAÑON,MORONA,,3970,IE 62130 PUERTO ALEGRIA,JR PROGRESO SN,9,15,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA,FLUVIAL,27/09/2026,05:20:00 a. m.,03/10/2026,08:00:00 a. m.
89,LORETO,DATEM DEL MARAÑON,MORONA,SHOROYACOCHA,3971,IE 62310,JR MARASHO SN,1,9,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA - CCPP SHOROYACOCHA - CCPP UNANCHAY,FLUVIAL,27/09/2026,09:00:00 a. m.,03/10/2026,12:00:00 p. m.
90,LORETO,DATEM DEL MARAÑON,MORONA,CABALLITO,3972,IE 62312,JR RIO MORONA SN,1,8,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA - CCPP CABALLITO - INCA ROCA - CCPP NUEVA ALEGRIA,FLUVIAL,27/09/2026,08:30:00 a. m.,03/10/2026,09:30:00 a. m.
91,LORETO,DATEM DEL MARAÑON,MORONA,PUERTO AMERICA,3973,IE 62107 PUERTO AMERICA,JR PEDRO TORRES INUMA SN,3,15,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA,FLUVIAL,27/09/2026,05:20:00 a. m.,03/10/2026,08:00:00 a. m.
92,LORETO,DATEM DEL MARAÑON,MORONA,,40592,IE PUERTO ALEGRIA-SECUNDARIA,JR PROGRESO SN,5,15,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA,FLUVIAL,27/09/2026,05:20:00 a. m.,03/10/2026,08:00:00 a. m.
93,LORETO,DATEM DEL MARAÑON,MORONA,YANKUTICH,50190,IE 62242,JR RIO SITULLI SN,2,1,YURIMAGUAS - SAN LORENZO -CCPP  PUERTO AMERICA - CCPP SHOROYACOCHA - CCPP CABALLITO - CCPP NUEVA ALEGRIA - CCPP SANTA CRUZ - CCPP ANCUASH - CCPP SHINCATA - CCPP CHIRIA - CCPP JUIKAN - CCPP YANKUTICH,FLUVIAL,27/09/2026,05:00:00 a. m.,03/10/2026,07:00:00 p. m.
94,LORETO,DATEM DEL MARAÑON,MORONA,INCA ROCA,54562,IE 62311,JR RIO SICUANGA SN,1,8,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA - CCPP CABALLITO - INCA ROCA - CCPP NUEVA ALEGRIA,FLUVIAL,27/09/2026,08:30:00 a. m.,03/10/2026,09:30:00 a. m.
95,LORETO,DATEM DEL MARAÑON,MORONA,UNANCHAY,54652,IE SHINIKI KASIMORO YATARISA,JR RIO PUSHAGA SN,1,9,YURIMAGUAS - SAN LORENZO - CCPP PUERTO AMERICA - MORONA - CCPP SHOROYACOCHA - CCPP UNANCHAY,FLUVIAL,27/09/2026,09:00:00 a. m.,03/10/2026,12:00:00 p. m.
96,LORETO,DATEM DEL MARAÑON,PASTAZA,,3974,IE 62090 ULLPAYACU,JR RIO PASTAZA SN,10,19,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - PASTAZA ,FLUVIAL,01/10/2026,07:30:00 a. m.,02/10/2026,08:00:00 a. m.
97,LORETO,DATEM DEL MARAÑON,PASTAZA,CHARUPA,3975,IE CESAR GONGORA PEREA,BARRIO SAN JUAN,2,21,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP NARANJAL - CCPP CHARUPA,FLUVIAL,01/10/2026,08:30:00 a. m.,02/10/2026,06:30:00 a. m.
98,LORETO,DATEM DEL MARAÑON,PASTAZA,MUSA KARUSHA,3976,IE 267 MUSAKARUSHA,CCPP MUSAKARUSHA,1,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
99,LORETO,DATEM DEL MARAÑON,PASTAZA,PUERTO BELEN,3977,IE 62203,CCNN PUERTO BELEN,2,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
100,LORETO,DATEM DEL MARAÑON,PASTAZA,PUERTO INDUSTRIAL,3978,IE 62284,CALLE ALFONSO UGARTE SN,2,20,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP SAN ISIDRO -CCPP PUERTO INDUSTRIAL - CCPP TRUENOCOCHA,FLUVIAL,01/10/2026,08:00:00 a. m.,02/10/2026,02:00:00 p. m.
101,LORETO,DATEM DEL MARAÑON,PASTAZA,NUEVA YARINA,3979,IE 62323 IWAQUI KAMARAMPI MASHINGASHI,CCNN NUEVA YARINA,3,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
102,LORETO,DATEM DEL MARAÑON,PASTAZA,,40593,IE SAN PEDRO ULLPAYACU,JR FERNANDO BELAUNDE TERRY SN,7,19,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - PASTAZA ,FLUVIAL,01/10/2026,07:30:00 a. m.,02/10/2026,08:00:00 a. m.
103,LORETO,DATEM DEL MARAÑON,PASTAZA,NARANJAL,53657,IE 62256,BARRIO LIBERTAD SN,1,21,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP NARANJAL - CCPP CHARUPA,FLUVIAL,01/10/2026,08:30:00 a. m.,02/10/2026,06:30:00 a. m.
104,LORETO,DATEM DEL MARAÑON,PASTAZA,SAN ISIDRO,53658,IE MIGUEL GRAU,CALLE PRINCIPAL SN,1,20,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP SAN ISIDRO -CCPP PUERTO INDUSTRIAL - CCPP TRUENOCOCHA,FLUVIAL,01/10/2026,08:00:00 a. m.,02/10/2026,02:00:00 p. m.
105,LORETO,DATEM DEL MARAÑON,PASTAZA,TRUENO COCHA,53659,IE 62091 TRUENO COCHA,PLAZA DE ARMAS SN,1,20,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP SAN ISIDRO -CCPP PUERTO INDUSTRIAL - CCPP TRUENOCOCHA,FLUVIAL,01/10/2026,08:00:00 a. m.,02/10/2026,02:00:00 p. m.
106,LORETO,DATEM DEL MARAÑON,PASTAZA,PUERTO REQUENA,55016,IE 62215 - PUERTO REQUENA,CALLE SN CCPP PUERTO REQUENA,1,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
107,LORETO,DATEM DEL MARAÑON,PASTAZA,PUERTO PIRUMBA,55246,IE 62548,CCPP PUERTO PIRUMBA,2,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
108,LORETO,DATEM DEL MARAÑON,PASTAZA,RECREO,55560,IE INTEGRADA 62083 RECREO Y AUDITORIO COMUNAL,CCNN RECREO,1,14,YURIMAGUAS - SANTA CRUZ - LAGUNAS - CCPP PUERTO INDUSTRIAL - CCPP RECREO-PASTAZA - CCPP MUSA KARUSHA - CCPP PUERTO BELEN - CCPP NUEVO YARINA - CCPP PUERTO PIRUMBA - CCPP PUERTO REQUENA,FLUVIAL,01/10/2026,05:00:00 a. m.,03/10/2026,08:00:00 a. m.
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
